,video_id,comments
46,TxGOhsLMXys,"[""I'm super surprised at the low view count on this. Thought it'd be more popular."", 'I just noticed because I guess I forgot I contributed to multiple Minis series that my Dokuro-Chan video was in here. Some Asshat stole that clip from here and used it in AMV Hell 7 because this unlike on my channel is the same cut down version I don’t really dig existing. Someone literally stole my video to put in AMV Hell from something I already got into AMV Hell…what the absolute dumb shit is that? This video predates AMV Hell 7 too and my name is properly credited even if my video was cut short. Just goes to show you this series shouldn’t be in anyones hands besides Zarxrax. His friend just screwed it up and released a trash product.', '4:12 literally', '3:52 You underestimate my power! >:(', 'whats that bit with carle and his murdering?', '4:58 They must have done that part specifically for GEDDAN.', 'nevermind', 'can anyone tell me the name of the first anime?', 'Damn does zombies are singing staying alive even though ironically they are already died. ', 'Tomo singing about ADHD is just TOO fitting. :D Not a bad sounding song, either!']"
47,q7Me5mg-NaU,"['Que animes uso para el video?', 'Entre 0.00 y 0.50, que animes utilizó?', '0:18 This is CURSED!!!!', '0:17 I BEG YOUR FUCKING PARDON?!', '0:15 Avatar Is not an anime', 'United States Canada Mexico Panama Hati Jamaica Peru', 'Jahahahahahah 0:21', '0:25', '1:34', 'Kok ada pontolllll 0:20']"
48,m5teBmF_sd4,"['4:08 u cant touch this amv its super good lol', '0:30 Touchdown!!!', 'fox nfl sunday', 'Nyanmon go!', 'Tobuscus litrel trailer and berserk go way too well. ', '3:44 Thats the first time i laughed when i saw that scene.', 'No problem. X3', ""The Anime is called Is This A Zombie. It's very funny."", ""Hell yeah- and that's the Brotherhood Literal, no less- my favorite Literal Trailer!"", 'I love how the Trigun Clip shows what the actual in series Dramatic turn is like. One minute it\'s all ""Love and Peace!"" then suddenly ""Dun DUD DUUUUUUUUUUUN"".']"
49,yvUOSQnEVMo,"['1:00-1:26 funny as hell like they dont know what music is lol lol', 'The Helga one is too accurate 😅', ""It was the 80's, nearly every Saturday morning cartoon had an episode about narcotics."", '2:36 That Boondocks one had me dying XD', ""Weird Al should be banned from AMV hell. You can't just sync a song about a comedic situation to clips presenting that exact situation and act like you've made a joke. It's only funny if the clips used either had a completely different context, requiring clever editing to make it match with the lyrics, or if the original context clearly wasn't intended to be comedic."", 'WHAT', ""Yes, after this aired. I'm not the type to be overly sensitive about dark humor (I love it)  but the reality of what happened to her makes this in inadvertent poor taste...Though we all kinda saw it coming when you read certain stories about her... "", ""I know that, I don't really see why you'd feel bad about it. It was exactly what occurred in real life, she sang about not having time to go to rehab then she kept taking drug and died for it."", 'Amy Winehouse (The writer of the song) died of alcohol poisoning. ', 'May I ask why?']"
50,RwZouOjF0bg,"['3:57 omg those little scenes makes a huge difference even if they last for a second repeat repeat repeat lol nice', 'TEEN GIRL SQUAD\nCHEERLEADER\nSO AND SO\nWHATS HER FACE\nTHE UGLY OOOONE', '3:25', 'I see that nobody coment the first part of the video. In my opinion, the greatest part xD. Looks like a real commercial. I want a complete kit of mentos!! Azumanga Daioh has a good cast to do good commercials xD... I love this part!! Mentos: The Freshmaker!!', 'Mentos: Disrupt the System', 'anime for 2:14 ?', 'The ending of that last one would also be great for ""Screw gravity.""', 'Best minis episode yet. :P', 'что за песня на 0:41', 'Ahh... \xa0Thank you. \xa0I needed that.']"
51,9dzasH2brMA,"['1:30 what anime?', '@1:24..... AMERICA!!!!! X~D\xa0', ""You're damn right it did!...i mean, really?"", 'WTF DID I JUST WATCH??????', 'It is in Japan', 'Gotta love the classic rape face!', ""No you're not alone, I'm getting that feeling too."", 'YOUR DAMN RIGHT IT DID!', 'OOTINI!', 'Damn! the Animation on the last part was AMAZING! i mean, the girls actually looked like they was dancing!']"
52,JSoaa7G3Y3E,"['Did not expect puddi puddi to be in there.', ""what's the one from  2:46 to 3:05"", '3:28- seriously? A satellite?', 'Awh hell no they did not just call gundams transformers ', ""What's that third anime?"", 'Lost it at 3:40 to 4:02', '""YOU HAVE A BAD CONNECTION"" just about made my day.', 'and Trogdor automatically became funnier', ""Wow, I couldn't believe I recognized Arch Enemy. I own no albums and only watched them open for Slayer one time. Maybe I should check them out. They must be pretty distinctive."", '2:22 rofl XD']"
53,917HQ5XTAEU,"['The Oban star racers one was weird', '7:08 he he, I get it 😏', ""I'd say this is one of the best Minis by far"", 'Ļøřđ Bęęřųş\xa04:16 This is what I was telling you.', 'What anime is this on 2:07 ', 'Season 2 rocks', '5:56 to 6:00 whats the song name??? and the anime name too thnx', '3:06', 'anime at 1:40', 'Wow I saw oban star racers in there']"
54,FGaY9memxmU,"['5:34', '1:02 this video is the reason why i now love bon jovi lol', 'what was the song at 1:01', 'Git er done lol', 'AHHHH what lucky star game is that????', 'first school rumble ""shot through the heart with love"" clip i immediately though: ""This would be great with shot to the heart playing over it"". A few minutes later...\n""SHOT THROUGH THE HEART""\xa0(you get the rest)', 'What the hell anime is at 4:05.. lol\xa0', 'Whats the anime with the guy failing to jump the gap on his bike?', '3:33 : good morning everyone!', 'So much School Rumble love. Awesome.']"
55,v5F258cj_jQ,"['4:34 it doesnt match well but i see what you did there clever and creative merge the battle in the comic lol', '👌', '😍😍😍', 'The segment from 4:21 to 4:33 I would like to have a list of all the ones used. I can only pick out 5 of the 14 used. Number 2 is Jungle de Ikou, Number 7 is To Love-Ru, Number 8 is Ah My Goddess, Number 11 is Zero no Tsukaima (Familiar of Zero), and 14 is Dragonaut: The Resonance.\n\nHelp with that please?', 'why am i still watching this', '2 moons in a tractor berm :P', 'sigh 2010 a magical year!', 'Coockie-eating-club, holy-shit-big-mechs-drill.\nI like it!', ""1:49 bellhop, don't worry, you should be feeling lucky!"", 'The K-ON Link clip needs a AMV of its own.']"
56,inhbY-lmudE,"[""5 songs who's titles are women's names from one band off the top of my head:\nGabrielle\nNan\nNicole\nSarah\nMonique the Freak\n\nGod I love Ween"", 'I love the Red dwarf Scene', 'can someone tell me what that anime at the end was please', '3:45 HAS to be in the next AMV Hell main vid!', 'faallout 3 refrence for the fucking win', '1:21 - 2:00\nI WAS IN TEARS! THIS MADE THE MOST EPIC ANIME EVEN MORE EPIC!\nMANLY TEARS OF MANLINESS, THEY CANNOT BE DENIED!!!', 'AWESOME! More Evangelion Parts please :DDD', ""What's the song in the Liberty Prime bit? Reminds me of Sub Focus, but I can't place it exactly."", 'NGE and Thunderbirds, really are a great mix!\n', '5:12 war never changes :3']"
57,uuTyleGrLLA,"['¿Y el capitulo numero 7 de esta lista?', 'i knew micheal jackson will have to play on every anime/amv like one piece lol', 'I loved that part in the end.\nCould make a great video for Light.', ""looking back, the only one that I should have submitted is the 'Eat it' clip..."", 'MOLE!!', 'what is the anime on 1:26 ?????', 'I never knew Michael Jackson did a cameo on one piece 3:22\xa0', 'Yeshhh One Piece one was just way to accurate.', 'Zero No Tsukaima', 'Excel Saga and i made the clip']"
58,_w910bgA4Zc,"['if pokemon actually make a movie base on titanic people will line up in seconds lol the hit of the century. bring kenny g to it awesome lol', 'God, damn its been 7 years already', ""What the #!$! is Slaughter Your World?\n\nWhat's a word to describe it as funny but yet disturbing at the same time?"", '""Combing through his hard drive looking for visible signs of ass""\nYou can\'t make this stuff up xD', 'They list everything at the end from first to last...', 'what anime and song was at 3:05-3:32!!!!! i cant remember\n', '""Hmmmm, soylent green.""  XD', '2:45 my favorite :3', 'DROP DEAD FRED!!!! :D!!!', 'Who Said Im Fair?...To Be Or Not To Be....']"
59,wDNKH-vLlyg,"['Hi, I’m here from the future. All the audio in this AMV has been removed. You’ve been warned.', 'Oof, no sounds', ""how come no one's fixed this yet?"", 'This got muted :(', 'Welcome to the New Internet. ', ""That was the Original British top gear not the reboot. and the American isn't bad."", ""I would watch the shit out of that version of Top Gear.\n\nCan't be any worse than the American version, anyway."", 'lol so funny', '3:11\n*gasp*\nMiss SaCOCKi', 'parents walked by at 4:00.....']"
60,4SvqWSnq3KE,"['4:51 this is perfect she is really hyper like me lol', 'Was that Spike from Buffy?', 'The Crayon Shin Chan clip was almost too perfect. Almost like it should have been in the actual episode.\xa0', 'Probably one of the most awesome scenes in the entire season, if only because I wish it was in character. 3 words: ""Shut up, asswipe!""', 'the clip was supposed to be spilt through out the video x3', 'I loved making that clip :3', 'Thats why i choose that anime for the clip xD', 'Your welcome', 'Smoke', ""and you're going to plug him in?""]"
61,dkQdZp8OVDk,"['Naruto in Wonderland', 'Wats the anime with naked twister', 'Get in the fucking robot, Shinji....then get out of there!', 'Most of these are just random funny audio clips to random anime with no real connection between the two.', ""What plan? I'm set for life! Lol"", 'Utewarerumono', 'look up Prostitute Mickey 2', 'Please let me know where the Goofy bit was from. I did love the Venture Bros. scene afterward, too.', 'whats the anime at 1.00 ?', '5:10\nFirst you say ""no"". Then, you get out of there and start the goDDAMN APOCALYPSE.']"
62,ErkjlqQd47c,"['@The777brown Friend, I dunno if you ever found out but the mysterious brown haired nurse lady in the beginning is from Green Green.', 'Wanna know what Mio heard on the radio with the Stairway to Heaven song?', 'Lancashire Hotpots woohoo!!!', 'princess monanoke with audio from Monty python and the holy grail was perfect', ""Lolz that marionette in Black Butler...if it went like that, it'd be disturbing (wonder what Sebastian would say)\n\n\nMinkie boodle!! \\(^w^)/"", 'What is th anime from the first clip before Naruto? -0.0-', 'What Anime is at 0:24 and 0:35? All the credits say is Various Anime. ಠ_ಠ', 'WARNING CODE GEASS CLIP HAS SPOILERS PROCEED WITH CAUTION', 'You like Popsicles?', 'Ahh. The good old days before the Jem cancer.']"
63,hbm08WUA-BA,"['3:39 my favorite part', 'wow... you some how made Quagmier worse then he already is.', '2:53', 'Team Fortress: When They Cry', '10 years ago damn I remember when it first came out back when the internet was sinpler', 'Honestly, the ""Mellow Yellow"" joke would go better with Mello from Death Note!', 'bill bill bill bill XD', 'Lolz Bill Nye the science guy\n\nWonder what that first anime is anyways, looks fun! xD', 'whats the one at 2:50?', ""What's the anime at 3:50""]"
64,NZN79bMYps8,"['Good times.. before the “crack” vines…', 'I wish the original amv hell was still around, I watched all 3 of the first ones', 'after 6 years this episodes keeps cracking me up', ""don't you ever feel quilty of anime gifs with sound, peter pie, anime crack and all of the others? cause I am sure as hell think that amvhell start it all... it was pretty fun back then who could think it would deviate so much? now they do amv collections and call it anime gifts with sound or anime crack... I miss AMV HELL... never gonna give you up..."", 'i miss that opening music', 'captain insaneno shows no mercy hahaha', 'Where IS the cream filling!?', 'BOOM HEADSHOT, BOOM HEADSHOT, BOOOOOOM HEADSHOOOOOT. I lost it.', ""Y'know, the best part was when suzaku was in tears about there not being any cream filling."", ""Men in Black for Bleach's Soul Society.\n\nMy GOD, why didn't I think of that? It's so simple...""]"
65,_lRHTHGGWN8,"['Yes George Carlin u figured it out yer a genius that’s exactly how it works DUH', ""I'm proud to give you your 900th Like for this AMV!"", '2:42 Aggretsuko pitch', '2:20  Luke.... Get in the damn robot.', '4:23 aong ?', 'Been over 10 years already? My god where did it go', 'Holy crap, Azumanga Daioh IS the Monty Python of anime!! 🤣', 'The nostalgia kicks ^^', 'what is the intro and outro music?', 'AC/DC']"
66,1GUB3Xbc69k,"['Imortal Legend!', 'this but w/ ultimate', 'Wow I only just seen this in 2020', 'Where did the original AMV Hell videos go?', 'Cool! That is totally...AWESOOOME!!!', ""it would be weird if you DIDN'T get hard"", ""Adam Jensen, Dante & Virgil Sparda, Doomguy, and a COOL version of Megaman (Rockman, if you're from Europe) MUST be in the next Smash Bros. game.\n\nJust sayin'"", 'O Fortuna never seems to get old, does it?', 'rember when games were as epic as this... yeah neither do I', 'warning-seizures']"
67,8GTo1zyQXmQ,"[""I don't know why, but I've been thinking of this. How this thing has survived whilst so many other videos have been... removed... is utterly sureal."", '*beholds corn*', 'Anime name?', 'Truly, this gives new meaning to ""cornholing"".', 'BRUH', 'i get weird looks when i say ""BEHOLD! CORN!""', 'What happened 16 years ago for somone to post this?', 'What is this… from? Asking for a friend.', 'This and behold more corn...amv hell 0 is the best', 'Kinda awkward when I remember this and laugh out in public.']"
